fecha;emisor;total
2024-01-23;COACMOLINO;13
2024-04-01;COOPSANTOIMBCOO;99
2024-03-01;FODEMI;5543
2024-03-08;DEPRATI;171
2024-02-21;COOP11JUNBATCH;973
2024-03-06;COOP23JULCOB;27
2024-03-06;DIPASO;56
2024-03-05;BICCOCOONECTA;9
2024-02-14;COACSANJORGE;471
2024-02-17;CNACIONALPRB;1
2024-03-16;ONLYCONTROL;134
2024-03-09;COOPSANFRANCIS;2215
2024-01-08;GODNET;388
2024-01-05;MODERNA;251
2024-03-09;MUTUAMBATO;60
2024-03-12;MISUEC;206
2024-01-28;coaccrea;3585
2024-02-26;COACBIBLIAN;3947
2024-02-13;COACCHONE;905
2024-01-31;COACSTANITA;660
2024-01-03;COOPANTORCHA;161
2024-01-11;CACPEZAMORA;2677
2024-02-04;COACCREDISOCIO;7
2024-01-02;DEPRATIFD;27
2024-01-10;RESP_AUTO_1231;72
2024-02-16;DIPASO;36
2024-04-04;COACLUCAMECLIP;381
2024-01-11;COACCOMERCIOCOO;1587
2024-01-16;COOPCALCETA;472
2024-03-29;GACELAOTP;22
2024-01-19;Pycca;4682
2024-03-21;MUTUAMBATOEC;319
2024-03-18;ASISKEN;289
2024-01-23;PACIFICOBAJA;22555
2024-03-03;COACAUSTRO;190
2024-01-25;COOPDIFARE;134
2024-02-09;USERPOSPRD;1170
2024-03-05;BANFINCA;155
2024-03-13;COACLAMANENSE;33
2024-02-16;COOPGUALAQUIZA;901
2024-03-29;COACNJERUSALEN;2
2024-03-30;COOPAUSTROEC;345
2024-03-27;DISCOVEROTP;807
2024-01-10;COOPHUANCAVILCA;1562
2024-03-21;hospmet;360
2024-02-10;Coacunionpopular;6
2024-01-22;COACSANFRANWS;134
2024-02-01;GEANOTIFICACION;2044
2024-03-17;COACPASTAZACOO;3329
2024-03-01;COACSTODOM;1600
2024-04-03;COACCOMERCIOCOO;2376
2024-02-02;COOP11JUNBATCH;317
2024-02-01;VTEKSOFT;22
2024-01-08;VISUALTRACK;6
2024-01-06;COACNJERUSALEN;1
2024-02-26;MARCABELI;422
2024-02-16;COOP23JULCOB;330
2024-03-10;CPTUNGURAHUA;12
2024-03-10;AFECOR;27
2024-04-03;COOPSJCUENCA;6
2024-02-01;COACSUMAKKAWSAY;267
2024-01-22;COOPANTORCHA;176
2024-02-05;ANTONIOPENA;40
2024-02-10;COOPCENTRO;21
2024-01-22;WABRAVO;5
2024-01-24;ALDEAMOFLASH;1976
2024-03-31;COACGUARANDA;228
2024-03-04;COACSANJORGE;791
2024-01-25;DEPRATIBOT;48
2024-01-08;CARTOPEL;2541
2024-03-21;MSPCITAS;28510
2024-03-15;MOTORPLAN;1767
2024-02-21;COACPMVEGA;4206
2024-02-19;COACSTANITA;695
2024-03-22;COACSANISIDRO;27
2024-02-21;BINTERNACIONAL;51154
2024-01-13;COACSUMAKKAWSAY;83
2024-03-19;COOPANDINA;333
2024-01-11;COOPSJCUENCA;7
2024-03-01;AldeamoOTP;4844
2024-01-12;MSPCITAS;1148
2024-03-22;RESP_AUTO_2424;37
2024-03-31;COOPVCISNE;559
2024-03-26;CLUBMILES;12264
2024-01-12;HOSPAMB;143
2024-01-31;MUTUAMBATO;59
2024-03-08;DRIVIN;3415
2024-03-09;CACSPMEC;738
2024-01-03;COOPSCHIMBO;1126
2024-03-11;SOFTSIERRA;303
2024-01-23;COACMAQUITAC;112
2024-01-16;FODEMI;880
2024-04-04;COPSIERRACENTRO;36
2024-03-14;COOPSANANTONIO;196
2024-02-01;COACOSCUS;7872
2024-01-18;RSAGRUPO;14
2024-03-11;Autoconsa;451
2024-01-26;ECUABULK;79
2024-02-18;CACPEZAMORA;1547
2024-01-08;SICCEC;4998
2024-01-21;COOPKULLKIWASI;465
2024-03-02;ALDEPRATI;147
2024-02-24;GEOMIL;133
2024-01-24;CACPECO;3793
2024-01-09;INNOVIX;558
2024-01-30;COACPASTAZA;1071
2024-03-23;COOPSTANA;810
2024-01-05;COACSRGIRON;232
2024-01-06;FUNDEMIRO;52
2024-01-11;COACECH;340
2024-03-19;COOPSANJOSE;1133
2024-04-02;BMACHALAPROD;11361
2024-03-22;BVISIONFUND;180
2024-01-02;COACMUJERESUCOO;57
2024-02-17;COACSANMIGUEL;368
2024-02-24;COOPSANFRANCIS;2178
2024-04-01;COACBENEFICA;711
2024-03-25;COACEDUTUNG;119
2024-01-05;RETAILID4;116
2024-02-11;COACLUCAM;666
2024-01-29;MEGARED;3
2024-01-24;PNACALRTS;7560
2024-03-14;COACLOJA;222
2024-03-01;COOPAMBATO;1567
2024-01-02;COOPPUELLARO;455
2024-02-23;ecuaauto;101
2024-03-11;COOPPROVIDA;53
2024-02-08;COONECTA;67
2024-01-11;COOPSANTONIOTP;77
2024-01-09;DIPASO;17
2024-02-14;COACMUJERESUCOO;80
2024-01-19;COOPSTANA;1374
2024-03-07;COOPSCHIMBO;1222
2024-01-14;COACRIOBAMBA;1623
2024-03-22;COACOSCUS;5760
2024-01-03;COOPORDESEG;25
2024-03-14;DEPRATIMONITOR;1
2024-01-21;DEPRATIFD;23
2024-03-11;BINTERNACIONALWB;629
2024-03-16;RESP_AUTO_3600;2
2024-01-05;CACSPMEC;1270
2024-02-08;KFCCORP;27
2024-01-23;repsol;57
2024-02-26;Pycca;2316
2024-02-01;COACPASTAZACOO;4173
2024-04-01;DISCOVEROTP;1178
2024-03-30;BINTERNACIONAL;33632
2024-03-02;MSPCITAS;741
2024-02-10;COOPANDINA;67
2024-03-14;COOPANTORIOSMKT;85
2024-03-04;andinave;1729
2024-01-29;PLAPAZ;206
2024-03-12;COOPCREDIL;42
2024-02-07;MARCABELI;914
2024-02-02;COACALIANZA;406
2024-02-06;COOPEDUZAMORA;28
2024-03-12;COACGUARANDA;560
2024-02-29;COOPANTORCHA;470
2024-01-17;ALDEAMO;6927
2024-03-10;COACTULCAN;2079
2024-04-02;COOPFDEASIS;103
2024-03-03;DEPRATIBOT;263
2024-01-11;DIRECTVTMW;55
2024-03-31;CREDITOSECON;1981
2024-01-09;USERPOSPRD;559
2024-03-09;EPROCESSMED;1
2024-01-25;CACPELOJA;655
2024-02-27;COACATAHUALPA;384
2024-03-08;COACREABATCH;3303
2024-04-04;COACBIBLIAN;4119
2024-02-06;MEDEC;123
2024-03-17;COACTULCAN;2082
2024-03-15;mariscal;1370
2024-01-01;COOP23JUL;2366
2024-03-25;CMS;5131
2024-02-20;novacuenca;29
2024-03-24;COOPVCISNE;447
2024-02-06;URBANOEXP;5570
2024-03-15;RESP_AUTO_2424;14
2024-01-31;COACVISANDES;290
2024-03-07;COOPANTORCHA;166
2024-02-27;SICCEC;109
2024-02-03;COOPANDINA;115
2024-02-23;COACSANTONCO;299
2024-02-15;MISUEC;215
2024-01-26;COACSANJORGE;226
2024-01-18;IESSIBARRA;173
2024-03-08;CORPOCENOTP;1
2024-02-07;MUTUAMBATO;68
2024-03-17;ECLIPFIRMADIG;99
2024-01-28;COOPKULLKIWASI;1197
2024-03-13;COACMAQUITAC;186
2024-03-12;COMQUEL;8
2024-01-21;SOFTSIERRA;4
2024-01-03;MISUEC;282
2024-01-08;MAMBATOALD;104
2024-01-25;RSAGRUPO;19
2024-01-04;COACECH;486
2024-04-02;COACSANTAISABEL;707
2024-03-01;DRIVIN;3140
2024-03-21;MUTUAMBATO;54
2024-01-01;SWEADENSEGUROS;179
2024-01-26;SIERRACENTRBATCH;100
2024-01-12;ALDEPRATI;12173
2024-01-29;AUCONSIS;149
2024-04-04;HOSPMET;568
2024-02-06;COACPASTAZA;2206
2024-03-09;RETAILID4;109
2024-02-25;FUNDEMIRO;41
2024-03-20;SIGMADENTAL;37
2024-03-07;WABRAVO;15
2024-01-18;DRIVIN;3900
2024-02-03;COOPLAMANENSE;62
2024-03-26;BMACHALAPROD;10313
2024-01-02;DIPASO;26
2024-02-21;COACMUJERESUCOO;66
2024-01-24;ALDEAMO;5163
2024-02-07;COACUNIONEJIDO;669
2024-03-15;BVISIONFUND;239
2024-03-19;MEGARED;14
2024-01-18;COACOSCUS;9310
2024-01-02;USERPOSPRD;1732
2024-03-20;COACCREDISOCIO;13
2024-02-23;COOPAMBATO;719
2024-01-21;COOPPROVIDA;41
2024-01-26;RESP_AUTO_3600;19
2024-01-05;CELERITYALD;2262
2024-01-22;PLAPAZ;406
2024-02-15;KFCCORP;9
2024-03-11;DEPRATIFD;33
2024-01-08;COMQUEL;192
2024-01-05;INDULENTES;4
2024-01-17;COOPSCHIMBO;1029
2024-02-09;COACALIANZA;373
2024-04-04;BGMKTHUB;109298
2024-02-01;COONECTA;127
2024-01-05;COOPSANFRANCIS;3203
2024-02-21;COOPPUELLARO;320
2024-03-28;CACPECO;4976
2024-01-24;DEPRATIMONITOR;1
2024-01-18;COOPSANTONIOTP;308
2024-03-05;COACGUARANDA;566
2024-02-29;COACRECERWINARI;11
2024-03-29;KFCCORP;30
2024-02-20;COACATAHUALPA;391
2024-02-26;andinave;719
2024-02-11;DISCOVEROTP;259
2024-03-22;COACPASTAZACOO;3749
2024-03-18;BINTERNACIONALWB;643
2024-02-26;TELMEXNET;1305
2024-02-10;CREDITOSECON;1896
2024-01-22;COACGUARANDA;605
2024-03-25;COOPGUALAQUIZA;1084
2024-02-24;COACSANMIGUEL;319
2024-03-11;MIES;12
2024-02-17;COOPHUANCAVILCA;965
2024-01-22;COOPCREDIL;10
2024-02-13;COOPEDUZAMORA;23
2024-03-10;DEPRATIBOT;231
2024-01-10;COACLOJA;354
2024-02-20;GACELAOTP;41
2024-02-18;COACCOMERCIOCOO;1324
2024-03-26;COOPFDEASIS;71
2024-01-30;PACIFICO;36480
2024-02-13;COACSANISIDRO;24
2024-02-14;COACBIBLIAN;5113
2024-02-05;MOVISTARSEG;19067
2024-01-10;genesis;671
2024-04-01;RESP_AUTO_1231;164
2024-01-27;ALESSAPAGOS;11
2024-03-15;CELERITYALD;2409
2024-02-15;COOPAMBATOEC;2667
2024-01-31;RSAGRUPO;2
2024-02-11;COACSANMIGUEL;169
2024-02-04;COOPCREDIL;28
2024-01-03;COACMOLINO;12
2024-02-12;AldeamoOTP;1340
2024-02-03;COACEDUCOTOPAXI;154
2024-01-26;DEPRATIBOT;203
2024-03-11;CPTUNGURAHUA;12
2024-04-02;genesis;829
2024-01-12;COOPSJCUENCA;4
2024-03-14;CORPOCENOTP;2
2024-01-05;COOPSANTONIOTP;77
2024-03-23;ECLIPFIRMADIG;70
2024-01-11;ESANCHEZ;21
2024-01-23;COOPANTORCHA;152
2024-03-10;COACPMVEGA;1462
2024-03-12;COPCHONE;6071
2024-03-07;COOPAMBATO;2284
2024-03-23;COACSANISIDRO;27
2024-03-26;BANRED;22
2024-01-09;COACGUARANDA;519
2024-01-10;CACPEZAMORA;2504
2024-02-09;COOPLAMANENSE;68
2024-01-22;COOPKULLKIWASI;744
2024-02-22;REGISTROCIVIL;5
2024-01-25;PAYPHONEPROD;2580
2024-02-26;CORFINAL;136
2024-01-15;COOPJARAMILLO;5007
2024-01-17;CanalDigitalBDP;36124
2024-02-14;BANFINCA;236
2024-02-06;UANATACA;2582
2024-02-05;COACMAQUITAC;120
2024-03-18;COACSANANTONIO;567
2024-01-09;MISUEC;218
2024-03-26;COOPMAQUITA;89
2024-01-07;COOPMEGOEC;16811
2024-01-04;SIERRACENTRO;165
2024-02-06;OMNISWITCH;3096
2024-03-03;COACSANJORGE;192
2024-01-08;CCSTAROSA;1568
2024-02-19;FUNDEMIRO;90
2024-03-01;EQUIFAX;2
2024-03-10;COOPAUSTROEC;240
2024-03-20;ALDEAMO2;62087
2024-02-15;BGMKT;175918
2024-02-29;ecuaauto;126
2024-01-29;MAVESA;1179
2024-02-21;GEANOTIFICACION;3334
2024-03-03;RESP_AUTO_3600;2
2024-02-19;AFECOR;90
2024-01-12;COACSUMAKKAWSAY;183
2024-02-06;FIDEVALFONDOS;7
2024-03-13;COOPMULTIEMPRE;1199
2024-03-13;RESP_AUTO_1231;95
2024-02-24;DRIVIN;1683
2024-02-22;COACEDUCOTOPAXI;66
2024-02-29;MTIMBABURA;1396
2024-04-03;CACPECO;4885
2024-01-22;COACCREDIYA;180
2024-03-17;MARCABELI;51
2024-03-31;CCSTAROSA;771
2024-04-02;CACPEZAMORA;3421
2024-01-11;CACPECO;3906
2024-01-13;COACLUCAMECLIP;191
2024-03-22;hospmet;738
2024-03-22;Solcagye;145
2024-02-09;Coacunionpopular;8
2024-01-29;COACREABATCH;2791
2024-03-09;FUNDEMIRO;78
2024-01-23;COACPROVIDA;45
2024-02-02;geanotificacion;3235
2024-03-30;DINERSOTP;1965
2024-03-30;COOPMEGOEC;24106
2024-03-01;COACSANMIGUEL;792
2024-02-21;COACPAD;3433
2024-02-26;HOSPAMB;564
2024-01-08;ALESSAPAGOS;135
2024-01-12;CACPELOJA;2391
2024-02-04;COOPPEDROMONCAYO;490
2024-03-15;ESANCHEZ;20
2024-02-14;novacuenca;7
2024-01-03;COACCREDIYA;118
2024-01-29;genesis;657
2024-01-15;COOPCOCA;683
2024-03-27;COACSRGIRON;162
2024-01-12;COACCOMERCIOCOO;1611
2024-01-21;PACIFICOTP;55084
2024-04-04;CACPELOJA;1153
2024-03-09;BVISIONFUND;154
2024-03-14;COACLAMANENSE;28
2024-01-07;DINERSOTP;2002
2024-02-29;COACSANTONCO;368
2024-03-04;BANFINCA;137
2024-03-30;SWEADENSEGUROS;13
2024-03-09;REGISTROPGYE;258
2024-03-30;CARTOPEL;1773
2024-01-23;COACSANFRANWS;122
2024-01-13;andinave;515
2024-01-16;AUCONSIS;71
2024-02-13;RESP_AUTO_3600;5
2024-02-07;COOPEDUZAMORA;26
2024-01-04;SAGRARIO;4212
2024-01-22;COOPMAQUITA;121
2024-01-03;DEPRATIPRB;1
2024-01-21;CREDITOSECON;1309
2024-03-29;COOPAUSTROEC;263
2024-01-06;EPROCESSMED;2
2024-04-04;COACPASTAZACOO;3677
2024-01-24;COACFERDAQUILEMA;7667
2024-03-27;COOPSANFRANCIS;2626
2024-01-07;VISUALTRACK;21
2024-02-29;COACVISANDESCOB;39
2024-01-06;CNACIONAL;2598
2024-01-31;COACSUMAKKAWSAY;491
2024-01-18;FIDEVALFONDOS;6
2024-04-01;COOPMULTIEMPRE;946
2024-02-09;COACSALINAS;373
2024-01-02;PACIFICOTP;184444
2024-03-19;MTIMBABURA;1004
2024-03-22;Farletza;46
2024-03-13;BBPROD;109466
2024-01-23;CLUBMILES;2948
2024-02-02;COACPAD;3149
2024-03-27;MASIVA;6498
2024-02-10;USERPOSPRD;1426
2024-03-26;DEPRATI;479
2024-02-23;ECUASUENIA;52
2024-02-20;COOPDELCARMEN;107
2024-02-07;COACTULCAN;9184
2024-03-29;PAYPHONEPROD;3000
2024-02-10;COOPKULLKIWASI;739
2024-01-29;INNOVIX;541
2024-02-20;BINTERNACIONAL;59189
2024-01-20;DEPRATIFD;40
2024-03-17;COACLUCAMECLIP;84
2024-02-28;COOP23JUL;6021
2024-02-19;COACPASTAZA;2063
2024-03-25;COOP15AGOSTO;10
2024-03-05;COOPPUELLARO;956
2024-01-04;PNACALRTS;5111
2024-01-26;DINERSOTP;2550
2024-01-09;COOPHUANCAVILCA;1749
2024-02-28;COACSANANTONIO;514
2024-01-11;COOPSANANTONIO;153
2024-03-08;COACSRGIRON;310
2024-03-22;BGMKTHUB;2537
2024-03-24;DEPRATIFD;26
2024-01-16;COACRECERWINARI;43
2024-01-26;VISUALTRACK;11
2024-02-17;INNOVIX;197
2024-02-16;MAMBATOALD;157
2024-01-11;COACLOJA;238
2024-01-31;COACPASTAZA;1407
2024-02-01;COOPDELCARMEN;81
2024-03-11;COOPSANTONIOTP;106
2024-03-10;ECUABULK;9
2024-01-23;COOPORDESEG;47
2024-01-29;COACBENEFICA;475
2024-02-26;UAFE;125
2024-01-06;PAYPHONEPROD;2182
2024-01-01;DEPRATIFD;5
2024-03-08;COACEDULOJA;623
2024-03-03;COPSIERRACENTRO;48
2024-01-15;COOP11JUNBATCH;707
2024-01-17;SEGUSUAREZ;16
2024-01-03;COOPMAQUITA;91
2024-02-08;ONLYCONTROL;152
2024-01-12;COACPASTAZACOO;3733
2024-01-08;BINTERNACIONALWB;241
2024-03-14;DIRECTVTMW;47
2024-03-27;SAGRARIO;4684
2024-01-24;COACNJERUSALEN;1
2024-03-15;CACPECO;4353
2024-02-26;COOPEDUZAMORA;16
2024-02-27;MARCABELI;145
2024-02-22;COACALIANZA;330
2024-02-02;PACIFICOATM;124761
2024-04-01;COOPHUANCAVILCA;2232
2024-01-13;COACPASTAZACOO;3623
2024-03-11;COOPAUSTROEC;597
2024-01-08;COACGUARANDA;799
2024-03-31;MISUEC;151
2024-02-22;COAC9OC;1088
2024-03-28;MASIVA;21464
2024-03-03;IESSIBARRA;261
2024-03-14;BBPROD;129203
2024-02-12;COACTENANOTI;81
2024-01-20;GRUPASAOTP;483
2024-01-08;MISUEC;309
2024-03-31;CARTOPEL;742
2024-01-13;VTEKSOFT;9
2024-02-05;GEOMIL;275
2024-01-08;CAJAKONTAY;2
2024-01-05;MASIVA;15953
2024-01-27;VISUALTRACK;1
2024-02-20;AFECOR;125
2024-02-25;DRIVIN;13
2024-02-04;COACMAQUITAC;132
2024-02-28;ECUANET;18420
2024-02-15;MAMBATOALD;113
2024-02-03;AUCONSIS;225
2024-02-23;COACLAMANENSE;7
2024-01-28;COOPGUALAQUIZA;402
2024-02-28;COACVISANDESCOB;22
2024-02-04;COOPCOCA;84
2024-01-15;COOPVCISNE;878
2024-01-20;COACTULCAN;2504
2024-02-05;AUCONSIS;299
2024-01-31;VIELECSA;65
2024-02-23;PAGUEYA;807
2024-02-28;MARCABELI;147
2024-02-12;COOPANTORIOSMKT;73
2024-03-16;CACPECO;3423
2024-03-28;GONETAPP;23
2024-01-18;MOVISTARSEG;10807
2024-02-23;COACPMVEGA;2028
2024-03-07;COOPSANFRANCIS;2799
2024-04-02;COACGUARANDA;590
2024-04-03;coaccrea;8690
2024-02-19;CNACIONALPRB;12
2024-02-16;COACREABATCH;3011
2024-01-19;DEPRATIMONITOR;1
2024-02-20;BVISIONFUND;204
2024-03-28;COOPANTORCHA;629
2024-03-02;Farletza;70
2024-01-06;COACATAHUALPA;251
2024-02-27;COOPSANJOSE;1177
2024-01-15;UEMTABOR;1873
2024-01-10;COACGUARANDA;508
2024-03-03;COACVENCEDORES;33
2024-02-28;COACBIBLIAN;3722
2024-01-16;COAC289;102
2024-01-28;genesis;139
2024-02-26;CELERITYALD;2851
2024-01-31;COOPDELCARMEN;43
2024-02-23;RESP_AUTO_2424;7
2024-02-21;COOPCALCETA;336
2024-02-02;COACSTANITA;354
2024-01-31;AMAGUA;84
2024-03-30;COOPSANTOIMBCOO;122
2024-02-11;CACPECOCR;66
2024-01-27;PRODUBANCO;371763
2024-03-12;ALDEAMO;44431
2024-01-05;COOPANTORCHA;261
2024-02-08;COOP23JUL;5492
2024-03-22;SICCEC;2960
2024-01-05;GONETAPP;19
2024-02-09;COACBIBLIAN;4772
2024-03-25;COOP4OCT;666
2024-01-19;BANCOCAPITAL;68
2024-03-20;COOPJARAMILLO;2020
2024-03-27;vazseguros;804
2024-03-21;Farletza;37
2024-01-02;COACLUCAM;631
2024-03-19;COOPVCISNE;716
2024-02-08;COOPSANJOSE;1502
2024-02-29;EQUIFAX;7
2024-03-22;COACVENCEDORES;76
2024-02-09;FASCA;12
2024-04-04;CACPECO;4652
2024-03-28;COACEDULOJA;464
2024-02-13;FODEMI;109
2024-01-20;CREDITOSECON;1721
2024-03-23;VIAMATICA;4
2024-03-27;CMS;5781
2024-02-18;DIPASO;35
2024-01-07;COOPSANTOIMBCOO;104
2024-02-20;COACPASTAZA;1271
2024-03-04;COOPGUALAQUIZA;1004
2024-03-22;BICCOCOONECTA;19
2024-03-11;COACEDUCOTOPAXI;298
2024-03-17;COOPCENTRO;75
2024-01-03;BBPRUEBA;10
2024-01-04;CMS;13224
2024-01-23;COOPMAQUITA;92
2024-03-21;BGMKT;80591
2024-02-04;COPCHONE;493
2024-03-11;COOPSTANA;1896
2024-01-17;MEGARED;4
2024-03-12;COACCICA;6
2024-03-18;COACVISANDES;267
2024-03-29;COOPDIFARE;52
2024-01-08;COOPMULTIEMPRE;713
2024-03-02;COACSANJORGE;260
2024-03-26;COOPSANFRANCIS;2458
2024-01-11;coaccrea;7361
2024-03-23;hospmet;465
2024-01-18;COACIMBABURAPAK;601
2024-02-10;COACPROVIDA;25
2024-02-25;COACLAMANENSE;21
2024-02-25;UAFE;15
2024-02-02;COOPCALCETA;384
2024-03-29;MISUEC;233
2024-03-22;BANFINCA;192
2024-03-28;SERVIENTREGAGYE;36678
2024-01-04;COACMOLINO;5
2024-02-15;COACAUSTRO;160
2024-03-26;PACIFICOTP;124752
2024-01-23;USERPOSPRD;1071
2024-03-19;MSPCITAS;30551
2024-03-04;hospmet;649
2024-03-12;GACELAOTP;41
2024-01-18;COACCREDISOCIO;12
2024-02-03;GEOMIL;274
2024-03-18;COACLUCAMECLIP;458
2024-03-12;COOPMEGOEC;34544
2024-01-31;LPANAMERICANO;163
2024-02-09;MARCABELI;89
2024-02-02;COOPCOCA;684
2024-02-22;CPTUNGURAHUA;31
2024-01-10;ESANCHEZ;14
2024-03-05;COACSANISIDRO;22
2024-01-15;VTEKSOFT;37
2024-01-02;Pycca;2654
2024-03-09;COACSRGIRON;89
2024-03-15;CORPOCEN;3313
2024-03-29;CARTOPEL;1596
2024-01-06;PACIFICOBAJA;14674
2024-03-17;COACCOMERCIOCOO;1658
2024-01-26;INDULENTES;1
2024-03-29;PACIFICOBAJA;12266
2024-02-23;COPCHONE;4523
2024-03-30;COOPSTANA;1058
2024-02-27;Coacunionpopular;8
2024-02-04;COACPMVEGA;1467
2024-03-14;COACGUARANDA;665
2024-01-06;CARTOPEL;2954
2024-01-25;COACFERDAQUILEMA;7248
2024-04-02;ESANCHEZ;50
2024-01-23;CMS;5218
2024-03-20;IESSIBARRA;120
2024-01-18;SEGUSUAREZ;24
2024-03-09;BINTERNACIONAL;34534
2024-02-20;COMQUEL;4
2024-01-25;CARTOPEL;2917
2024-03-15;CACPEZAMORA;2955
2024-02-27;COOPCENTRO;89
2024-02-21;COOPCOCA;360
2024-01-21;Pycca;632
2024-03-30;PAYPHONEPROD;2680
2024-03-21;COACSANJORGE;323
2024-02-28;SEGCONFIANZA;1269
2024-02-13;AldeamoOTP;1451
2024-03-28;COOPAUSTROEC;770
2024-02-10;COAC11JUN;782
2024-01-22;ECOTEC;132
2024-03-13;DRIVIN;2230
2024-03-09;SERVIENTREGAGYE;15687
2024-03-31;RESP_AUTO_1231;15
2024-03-24;CREDITOSECON;1604
2024-01-18;COACMAQUITAC;245
2024-02-29;COACINTICOOP;9
2024-02-01;BINTERPRB;2
2024-03-15;UAFE;1061
2024-03-11;ECUABULK;183
2024-03-28;CLUBMILES;76
2024-03-01;CACPECOCR;109
2024-02-07;BANCOCAPITAL;78
2024-01-08;GACELAOTP;28
2024-01-15;MUTUAMBATOEC;393
2024-01-30;DIPASO;19
2024-03-16;CELERITYALD;2029
2024-03-27;COACMOLINO;17
2024-01-05;WABRAVO;16
2024-02-14;COOPGUALAQUIZA;967
2024-01-08;RESP_AUTO_1231;101
2024-01-17;AUCONSIS;91
2024-01-25;RESP_AUTO_2424;4
2024-01-27;PACIFICOATM;117257
2024-03-27;SIGMADENTAL;26
2024-02-01;CPTUNGURAHUA;12
2024-01-30;MEDEC;224
2024-01-13;ECLIPFIRMADIG;4
2024-03-08;MASIVAABIMKT;2345
2024-03-20;medianetprb;3
2024-01-10;ECOTEC;297
2024-04-04;PAYPHONEPROD;3174
2024-01-25;mariscal;6
2024-03-09;MSPCITAS;773
2024-03-16;COACSANJORGE;138
2024-03-28;COACBIBLIAN;4366
2024-01-26;LESCOMM;11
2024-03-15;CORPOCENOTP;3
2024-02-03;COOPVCISNE;682
2024-04-01;CMS;1657
2024-03-20;UCASAGRANDE;169
2024-03-28;MUTUAMBATO;79
2024-03-14;COOPANTORCHA;454
2024-02-08;COACAMARABOL;3613
2024-03-01;COACSANTONCO;339
2024-01-29;COACSANTAISABEL;658
2024-01-02;COOPSANTOIMBCOO;128
2024-03-08;mariscal;14
2024-03-12;COACYANTZAZA;1208
2024-01-26;COOPSTANA;937
2024-03-25;COOPAMBATOEC;2047
2024-02-14;MASIVAMKT;47
2024-03-23;ECUABULK;98
2024-02-29;COOPSCHIMBO;1350
2024-01-12;CACSPMEC;1398
2024-01-11;DRIVIN;3810
2024-02-10;GEOMIL;131
2024-03-03;REGISTROPGYE;256
2024-02-22;MISUEC;184
2024-03-19;BMACHALAPROD;11151
2024-01-14;SOFTSIERRA;4
2024-03-20;COACMAQUITAC;120
2024-01-22;MEGARED;25
2024-03-08;RESP_AUTO_2424;4
2024-01-08;SWEADENSEGUROS;802
2024-03-22;IESSIBARRA;110
2024-02-04;COOPKULLKIWASI;548
2024-03-03;FUNDEMIRO;59
2024-04-01;COACEDUTUNG;227
2024-02-05;BMACHALAPROD;9292
2024-01-22;AUCONSIS;122
2024-03-16;UANATACA;655
2024-03-28;hospmet;1467
2024-01-17;MUVENET;9
2024-03-13;FODEMI;852
2024-01-07;DEPRATIFD;20
2024-03-02;RETAILID4;113
2024-02-25;COACCOMERCIOCOO;1345
2024-03-26;MEGARED;10
2024-01-04;COOPAMBATO;1170
2024-02-09;CACPECOCR;124
2024-03-21;CACPECO;3426
2024-03-15;COACSTODOM;1530
2024-03-14;ALDEAMO;97192
2024-02-25;COACCHONE;905
2024-01-02;COOPCOCA;345
2024-01-25;BVISIONFUND;169
2024-02-27;COACAUSTRO;141
2024-01-25;COACOSCUS;5631
2024-03-02;CACSPMEC;672
2024-01-12;INDULENTES;2
2024-02-20;VTEKSOFT;75
2024-02-14;COACUNIONEJIDO;416
2024-01-14;COOPPROVIDA;29
2024-02-24;CELERITYALD;1858
2024-01-14;YANBAL;144
2024-01-12;EPROCESSMED;67
2024-03-22;CACPELOJA;713
2024-02-29;COOPORDESEG;203
2024-03-26;PLAPAZ;429
2024-02-23;COOPJARAMILLO;2863
2024-01-15;COOPCREDIL;1
2024-01-15;COACGUARANDA;720
2024-04-03;COOPEDUZAMORA;15
2024-04-04;MARCABELI;176
2024-03-08;COACVENCEDORES;116
2024-01-10;COACRECERWINARI;44
2024-01-20;VISUALTRACK;9
2024-03-30;COACALIANZA;84
2024-02-28;COOPPUELLARO;201
2024-02-25;PMILESOTP;2930
2024-02-03;COOPMULTIEMPRE;151
2024-01-15;CEESOL;1
2024-01-07;andinave;218
2024-01-17;COACLOJA;176
2024-01-11;COACREABATCH;1077
2024-03-22;MOTORPLAN;1214
2024-03-29;COACPASTAZACOO;4478
2024-02-05;COOPFDEASIS;280
2024-02-27;novacuenca;15
2024-01-25;COOPSANTONIOTP;141
2024-03-08;DIRECTVTMW;39
2024-01-05;BANCOCAPITAL;57
2024-03-15;IESSIBARRA;218
2024-01-27;COOPVCISNE;665
2024-02-14;PAYPHONEPROD;2452
2024-01-29;COOPFDEASIS;130
2024-01-20;ECLIPFIRMADIG;41
2024-03-22;AFECOR;131
2024-02-13;COACSUMAKKAWSAY;90
2024-02-10;COOPHUANCAVILCA;1345
2024-02-20;COACSANISIDRO;21
2024-02-07;COACBIBLIAN;4541
2024-03-09;ALDEPRATI;99
2024-03-27;UCASAGRANDE;124
2024-03-07;SIERRACENTRO;117
2024-01-18;mariscal;11
2024-03-05;COACYANTZAZA;2207
2024-04-03;URBANOEXP;4951
2024-02-10;GONETAPP;14
2024-02-05;COACSANTAISABEL;693
2024-02-08;ALESSACC;1205
2024-02-25;REGISTROPGYE;115
2024-04-04;MUTUAMBATO;54
2024-01-25;COACPASTAZACOO;3407
